keyword,theme,sub_theme,intent,corporate_transport_score,funding_intent_score,over_3m_score,financial_health_score,cpc_score,total_score,monthly_search_range,estimated_monthly_searches,competition,top_bid_low,top_bid_high,rank,recommended_match_type,initial_max_cpc,reason,risk,source,notes
庸車費 資金繰り,傭車・外注,傭車支払,協力会社等への支払原資,25,20,12,15,未評価,72,未調査,,CPC不明,CPC不明,CPC不明,A,完全一致（KWP確認後にフレーズ追加）,50円,運送業の協力会社・傭車支払に直結する業界語。,,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
庸車費 先払い,傭車・外注,傭車支払,協力会社等への支払原資,25,20,12,15,未評価,72,未調査,,CPC不明,CPC不明,CPC不明,A,完全一致（KWP確認後にフレーズ追加）,50円,運送業の協力会社・傭車支払に直結する業界語。,,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
庸車費 立替,傭車・外注,傭車支払,協力会社等への支払原資,25,20,12,15,未評価,72,未調査,,CPC不明,CPC不明,CPC不明,A,完全一致（KWP確認後にフレーズ追加）,50円,運送業の協力会社・傭車支払に直結する業界語。,,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
AdBlue 運送会社 支払い 入金前,燃料・ETC,カード・引落,燃料・通行費の支払資金,25,25,6,15,未評価,71,未調査,,CPC不明,CPC不明,CPC不明,A,完全一致（KWP確認後にフレーズ追加）,50円,後払いカード・高速料金の支払期日と入金ギャップ。,,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
運送会社 入金前 支払い,入金ギャップ,運送会社明示,入金前の支払資金,25,25,6,15,未評価,71,未調査,,CPC不明,CPC不明,CPC不明,A,完全一致（KWP確認後にフレーズ追加）,50円,運送会社を明示した回収サイト起点の資金不足。,,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
運送会社 入金待ち 資金繰り,入金ギャップ,運送会社明示,入金前の支払資金,25,25,6,15,未評価,71,未調査,,CPC不明,CPC不明,CPC不明,A,完全一致（KWP確認後にフレーズ追加）,50円,運送会社を明示した回収サイト起点の資金不足。,,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
運送会社 売掛金 入金前 資金,入金ギャップ,運送会社明示,入金前の支払資金,25,25,6,15,未評価,71,未調査,,CPC不明,CPC不明,CPC不明,A,完全一致（KWP確認後にフレーズ追加）,50円,運送会社を明示した回収サイト起点の資金不足。,,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
運賃 入金 入金前 支払い,入金ギャップ,荷主・元請・売掛金,入金前の支払資金,25,25,6,15,未評価,71,未調査,,CPC不明,CPC不明,CPC不明,A,完全一致（KWP確認後にフレーズ追加）,50円,荷主・元請からの入金と先払いコストのズレ。,会計・契約条件の情報収集,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
運賃 入金 入金前 資金,入金ギャップ,荷主・元請・売掛金,入金前の支払資金,25,25,6,15,未評価,71,未調査,,CPC不明,CPC不明,CPC不明,A,完全一致（KWP確認後にフレーズ追加）,50円,荷主・元請からの入金と先払いコストのズレ。,会計・契約条件の情報収集,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
運賃 入金 入金待ち,入金ギャップ,荷主・元請・売掛金,入金前の支払資金,25,25,6,15,未評価,71,未調査,,CPC不明,CPC不明,CPC不明,A,完全一致（KWP確認後にフレーズ追加）,50円,荷主・元請からの入金と先払いコストのズレ。,会計・契約条件の情報収集,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
運賃 入金前 支払い,KWP再調査優先,短い業界シード,関連候補の発見,25,25,6,15,未評価,71,未調査,,CPC不明,CPC不明,CPC不明,A,完全一致（KWP確認後にフレーズ追加）,50円,短い種語または高意図の自然文。単独出稿可否はKWP関連候補と検索語句で確認する。,短い種語は説明・会計意図も混在する,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
荷主 入金 入金前 支払い,入金ギャップ,荷主・元請・売掛金,入金前の支払資金,25,25,6,15,未評価,71,未調査,,CPC不明,CPC不明,CPC不明,A,完全一致（KWP確認後にフレーズ追加）,50円,荷主・元請からの入金と先払いコストのズレ。,会計・契約条件の情報収集,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
荷主 入金 入金前 資金,入金ギャップ,荷主・元請・売掛金,入金前の支払資金,25,25,6,15,未評価,71,未調査,,CPC不明,CPC不明,CPC不明,A,完全一致（KWP確認後にフレーズ追加）,50円,荷主・元請からの入金と先払いコストのズレ。,会計・契約条件の情報収集,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
荷主 入金 入金待ち,入金ギャップ,荷主・元請・売掛金,入金前の支払資金,25,25,6,15,未評価,71,未調査,,CPC不明,CPC不明,CPC不明,A,完全一致（KWP確認後にフレーズ追加）,50円,荷主・元請からの入金と先払いコストのズレ。,会計・契約条件の情報収集,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
元請 入金 入金前 支払い,入金ギャップ,荷主・元請・売掛金,入金前の支払資金,25,25,6,15,未評価,71,未調査,,CPC不明,CPC不明,CPC不明,A,完全一致（KWP確認後にフレーズ追加）,50円,荷主・元請からの入金と先払いコストのズレ。,会計・契約条件の情報収集,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
元請 入金 入金前 資金,入金ギャップ,荷主・元請・売掛金,入金前の支払資金,25,25,6,15,未評価,71,未調査,,CPC不明,CPC不明,CPC不明,A,完全一致（KWP確認後にフレーズ追加）,50円,荷主・元請からの入金と先払いコストのズレ。,会計・契約条件の情報収集,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
元請 入金 入金待ち,入金ギャップ,荷主・元請・売掛金,入金前の支払資金,25,25,6,15,未評価,71,未調査,,CPC不明,CPC不明,CPC不明,A,完全一致（KWP確認後にフレーズ追加）,50円,荷主・元請からの入金と先払いコストのズレ。,会計・契約条件の情報収集,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
高速料金 運送会社 支払い 入金前,燃料・ETC,カード・引落,燃料・通行費の支払資金,25,25,6,15,未評価,71,未調査,,CPC不明,CPC不明,CPC不明,A,完全一致（KWP確認後にフレーズ追加）,50円,後払いカード・高速料金の支払期日と入金ギャップ。,,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
受注増 運送会社 資金不足,受注増・成長資金,先行資金,成長に伴う運転資金,25,25,6,15,未評価,71,未調査,,CPC不明,CPC不明,CPC不明,A,完全一致（KWP確認後にフレーズ追加）,50円,仕事の増加に対し人件費・燃料・傭車費が先行する局面。,,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
新規荷主 運送会社 資金不足,受注増・成長資金,先行資金,成長に伴う運転資金,25,25,6,15,未評価,71,未調査,,CPC不明,CPC不明,CPC不明,A,完全一致（KWP確認後にフレーズ追加）,50円,仕事の増加に対し人件費・燃料・傭車費が先行する局面。,,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
新規受注 運送会社 資金不足,受注増・成長資金,先行資金,成長に伴う運転資金,25,25,6,15,未評価,71,未調査,,CPC不明,CPC不明,CPC不明,A,完全一致（KWP確認後にフレーズ追加）,50円,仕事の増加に対し人件費・燃料・傭車費が先行する局面。,,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
増便 運送会社 資金不足,受注増・成長資金,先行資金,成長に伴う運転資金,25,25,6,15,未評価,71,未調査,,CPC不明,CPC不明,CPC不明,A,完全一致（KWP確認後にフレーズ追加）,50円,仕事の増加に対し人件費・燃料・傭車費が先行する局面。,,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
入金前 支払い 運送会社,既存配信監査,既存設定,既存Google広告キーワード,25,25,6,15,未評価,71,未調査,,CPC不明,CPC不明,CPC不明,A,完全一致（KWP確認後にフレーズ追加）,50円,既存設定との差分・重複を確認するために記録。,,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
尿素水 運送会社 支払い 入金前,燃料・ETC,カード・引落,燃料・通行費の支払資金,25,25,6,15,未評価,71,未調査,,CPC不明,CPC不明,CPC不明,A,完全一致（KWP確認後にフレーズ追加）,50円,後払いカード・高速料金の支払期日と入金ギャップ。,,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
繁忙期 運送会社 資金不足,受注増・成長資金,先行資金,成長に伴う運転資金,25,25,6,15,未評価,71,未調査,,CPC不明,CPC不明,CPC不明,A,完全一致（KWP確認後にフレーズ追加）,50円,仕事の増加に対し人件費・燃料・傭車費が先行する局面。,,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
ダンプ リース 審査 通らない,車両導入・増車,ローン・リース否決,車両導入の代替資金,15,25,20,10,未評価,70,未調査,,CPC不明,CPC不明,CPC不明,A,完全一致（KWP確認後にフレーズ追加）,50円,車両が必要で既存金融手段に失敗した可能性。,個人購入・販売店意図の混入,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
ダンプ ローン 審査 通らない,車両導入・増車,ローン・リース否決,車両導入の代替資金,15,25,20,10,未評価,70,未調査,,CPC不明,CPC不明,CPC不明,A,完全一致（KWP確認後にフレーズ追加）,50円,車両が必要で既存金融手段に失敗した可能性。,個人購入・販売店意図の混入,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
ダンプ 頭金 足りない,車両導入・増車,購入・頭金・増車,車両導入の先行資金,15,25,20,10,未評価,70,未調査,,CPC不明,CPC不明,CPC不明,A,完全一致（KWP確認後にフレーズ追加）,50円,車両購入・増車は300万円以上の資金需要へつながりやすい。,個人購入・販売店意図の混入,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
トラック リース 審査 通らない,車両導入・増車,ローン・リース否決,車両導入の代替資金,15,25,20,10,未評価,70,未調査,,CPC不明,CPC不明,CPC不明,A,完全一致（KWP確認後にフレーズ追加）,50円,車両が必要で既存金融手段に失敗した可能性。,個人購入・販売店意図の混入,追加KWPシード（要実測）,KWP未調査。検索数・CPCを推測していない。
